fromaccount,toaccount,syscode,timestamp,amount
D47234,1000095,64,2014/9/12 7:48,49
B64859,1000095,22,2014/9/12 7:48,200
D56845,1000095,22,2014/9/12 7:48,3
B59134,1000095,64,2014/9/12 7:48,38
A35009,1000143,81,2014/9/12 7:48,551
A51469,1000016,28,2014/9/12 7:48,530
D21125,1000016,28,2014/9/12 7:49,440
D56845,1000095,22,2014/9/12 7:49,1
E70724,1000016,28,2014/9/12 7:49,600
D76806,1000016,28,2014/9/12 7:49,3700
E62208,1000095,64,2014/9/12 7:49,52
B36430,1000016,28,2014/9/12 7:49,1820
E21858,1000095,64,2014/9/12 7:49,48
E72930,1000095,64,2014/9/12 7:49,22
C72857,1000095,64,2014/9/12 7:50,200
E78560,1000016,28,2014/9/12 7:50,6450
B63423,1000016,28,2014/9/12 7:50,1630
B52391,1000095,22,2014/9/12 7:50,48
E59952,1000095,22,2014/9/12 7:51,36
C57426,1000016,28,2014/9/12 7:51,320
A42883,1000016,28,2014/9/12 7:51,1650
E56104,1000095,64,2014/9/12 7:51,200
E72930,1000095,64,2014/9/12 7:51,8
D60636,1000061,33,2014/9/12 11:24,860
E44053,1000061,33,2014/9/12 11:24,966
A38135,1000040,34,2014/9/12 11:24,850
D64870,1000215,34,2014/9/12 11:24,1100
A66482,1000027,34,2014/9/12 11:24,792
E49224,1000040,34,2014/9/12 11:24,950
A24229,1000029,34,2014/9/12 11:24,300
A68209,1000038,34,2014/9/12 11:24,566
D79184,1000233,36,2014/9/12 11:24,772
A76396,1000047,36,2014/9/12 11:24,1150
E54575,1000231,36,2014/9/12 11:24,1388
E60414,1000015,99,2014/9/12 11:24,722
D75119,1000011,30,2014/9/12 11:24,300
A54518,1000010,30,2014/9/12 11:24,800
B71861,1000178,37,2014/9/12 11:24,766
B18510,1000178,37,2014/9/12 11:24,766
E67790,1000183,38,2014/9/12 11:24,800
E62020,1000060,38,2014/9/12 11:24,100
B58367,1000187,38,2014/9/12 11:24,990
B65546,1000060,38,2014/9/12 11:24,750
E66966,1000159,38,2014/9/12 11:24,900
D56885,1000213,38,2014/9/12 11:24,600
C16385,1000055,38,2014/9/12 11:24,1066
B72395,1000231,36,2014/9/12 11:27,1200
B77934,1000233,36,2014/9/12 11:28,522
B16623,1000232,36,2014/9/12 11:27,600
E38823,1000231,36,2014/9/12 11:28,866
E75849,1000231,36,2014/9/12 11:28,1200
E64604,1000233,36,2014/9/12 11:27,666
A68126,1000047,36,2014/9/12 11:27,300
D71618,1000011,30,2014/9/12 11:28,300
A52922,1000011,30,2014/9/12 11:28,150
A32627,1000041,34,2014/9/12 11:28,399
A18173,1000159,38,2014/9/12 11:21,666
B36806,1000159,38,2014/9/12 11:21,966
C55733,1000027,34,2014/9/12 11:21,1266
D69479,1000041,34,2014/9/12 11:21,130
E48575,1000015,99,2014/9/12 11:24,866
D21569,1000015,99,2014/9/12 11:24,966
C59727,1000178,37,2014/9/12 11:25,740
C64456,1000178,37,2014/9/12 11:24,966
E70704,1000055,38,2014/9/12 11:24,1100
E70139,1000212,38,2014/9/12 11:25,900
A73217,1000056,38,2014/9/12 11:25,1166
C67242,1000055,38,2014/9/12 11:25,800
B58367,1000060,38,2014/9/12 11:24,300
A77951,1000181,38,2014/9/12 11:24,1218
C56703,1000031,34,2014/9/12 11:24,500
D39263,1000038,34,2014/9/12 11:25,566
D32028,1000041,34,2014/9/12 11:24,960
A75296,1000215,34,2014/9/12 11:24,2000
C77092,1000041,34,2014/9/12 11:25,1500
B68942,1000030,34,2014/9/12 11:25,180
C74743,1000038,34,2014/9/12 11:25,866
A77965,1000231,36,2014/9/12 11:24,1500
C67264,1000231,36,2014/9/12 11:25,1500
A32252,1000232,36,2014/9/12 11:24,530
A39654,1000233,36,2014/9/12 11:24,1000
C43131,1000231,36,2014/9/12 11:25,666
A55368,1000232,36,2014/9/12 11:25,850
E73522,1000232,36,2014/9/12 11:25,600
C34026,1000038,34,2014/9/12 11:21,800
C55315,1000233,36,2014/9/12 11:21,866
D78512,1000231,36,2014/9/12 11:21,822
E57847,1000015,99,2014/9/12 11:21,666
B74414,1000015,99,2014/9/12 11:21,866
C58578,1000178,37,2014/9/12 11:22,760
E78455,1000178,37,2014/9/12 11:22,844
D53164,1000178,37,2014/9/12 11:22,966
B70208,1000055,38,2014/9/12 11:21,666
C31815,1000055,38,2014/9/12 11:22,744
D52165,1000055,38,2014/9/12 11:23,1166
B23782,1000056,38,2014/9/12 11:22,866
C73355,1000055,38,2014/9/12 11:23,866
D57867,1000056,38,2014/9/12 11:23,966
B51768,1000213,38,2014/9/12 11:22,600
C47485,1000061,33,2014/9/12 11:22,944
E75373,1000003,30,2014/9/12 11:22,600
A67645,1000001,30,2014/9/12 11:22,594
C56630,1000232,36,2014/9/12 11:22,770
A47769,1000232,36,2014/9/12 11:22,750
D48924,1000233,36,2014/9/12 11:23,466
D49688,1000002,99,2014/9/12 11:22,466
B30194,1000015,99,2014/9/12 11:22,844
B21204,1000015,99,2014/9/12 11:22,1516
A50469,1000038,34,2014/9/12 11:23,660
C77161,1000061,33,2014/9/12 11:19,1766
E79636,1000029,34,2014/9/12 11:19,400
D72530,1000038,34,2014/9/12 11:19,744
C62600,1000041,34,2014/9/12 11:20,866
B41867,1000031,34,2014/9/12 11:19,480
D51321,1000041,34,2014/9/12 11:19,866
A31089,1000041,34,2014/9/12 11:19,260
D77852,1000031,34,2014/9/12 11:19,750
D74963,1000029,34,2014/9/12 11:19,950
A43381,1000159,38,2014/9/12 11:19,1066
D64809,1000159,38,2014/9/12 11:20,900
A67234,1000010,30,2014/9/12 11:19,500
E61588,1000233,36,2014/9/12 11:20,766
D67397,1000231,36,2014/9/12 11:19,766
E76152,1000061,33,2014/9/12 11:19,1166
D69479,1000041,34,2014/9/12 11:20,1500
C45571,1000038,34,2014/9/12 11:19,760
C47333,1000029,34,2014/9/12 11:19,300
B69990,1000040,34,2014/9/12 11:19,900
A75194,1000041,34,2014/9/12 11:19,666
E60672,1000030,34,2014/9/12 11:19,250
C78063,1000037,34,2014/9/12 11:19,730
A19117,1000038,34,2014/9/12 11:19,366
B30929,1000038,34,2014/9/12 11:19,666
E77787,1000027,34,2014/9/12 11:19,644
B75847,1000015,99,2014/9/12 11:20,866
D46466,1000219,99,2014/9/12 11:19,1300
A55766,1000015,99,2014/9/12 11:20,1022
B59929,1000055,38,2014/9/12 11:20,700
C39018,1000159,38,2014/9/12 11:19,966
D67198,1000055,38,2014/9/12 11:20,766
E49942,1000159,38,2014/9/12 11:20,500
E72330,1000093,20,2014/9/12 19:12,52
C68326,1000095,22,2014/9/12 19:12,65
D61953,1000091,19,2014/9/12 19:12,68
D60416,1000091,19,2014/9/12 19:12,54
D21420,1000092,21,2014/9/12 19:12,200
E77423,1000093,20,2014/9/12 19:12,42
D20694,1000091,19,2014/9/12 19:12,64
E65055,1000091,19,2014/9/12 19:12,76
C54892,1000095,22,2014/9/12 19:12,22
A75230,1000091,19,2014/9/12 19:12,62
C45697,1000092,21,2014/9/12 19:13,88
B72247,1000091,19,2014/9/12 19:12,76
C61181,1000091,19,2014/9/12 19:12,200
C42970,1000091,19,2014/9/12 19:12,30
E64487,1000093,20,2014/9/12 19:13,78
C52696,1000093,20,2014/9/12 19:12,126
A75168,1000095,22,2014/9/12 19:13,171
A16198,1000095,22,2014/9/12 19:43,88
D78974,1000091,19,2014/9/12 19:43,64
B51153,1000093,20,2014/9/12 19:44,200
A68979,1000091,19,2014/9/12 19:44,70
A45647,1000016,28,2014/9/12 19:22,660
B58710,1000093,20,2014/9/12 19:22,100
D52383,1000093,20,2014/9/12 19:22,200
D45354,1000093,20,2014/9/12 19:22,110
E53092,1000093,20,2014/9/12 19:23,44
A72328,1000093,20,2014/9/12 19:22,200
C68473,1000092,21,2014/9/12 19:23,68
A53556,1000095,22,2014/9/12 19:23,132
B32584,1000093,20,2014/9/12 19:23,200
A31162,1000091,19,2014/9/12 19:28,78
A17980,1000093,20,2014/9/12 19:28,44
A43624,1000095,22,2014/9/12 19:28,115
D59732,1000016,28,2014/9/12 19:28,250
B32159,1000092,21,2014/9/12 19:28,28
C68676,1000092,21,2014/9/12 19:28,146
E74514,1000091,19,2014/9/12 19:28,48
A21737,1000093,20,2014/9/12 19:28,38
B77189,1000091,19,2014/9/12 19:28,200
D66568,1000091,19,2014/9/12 19:28,200
D24275,1000091,19,2014/9/12 19:28,200
C68676,1000092,21,2014/9/12 19:28,200
C51556,1000093,20,2014/9/12 19:29,200
A73473,1000091,19,2014/9/12 19:29,188
D59732,1000091,19,2014/9/12 19:38,32
D78831,1000016,28,2014/9/12 19:38,2450
D44196,1000095,64,2014/9/12 10:24,35
B62666,1000093,20,2014/9/12 18:59,134
D76604,1000092,21,2014/9/12 19:00,200
D22549,1000095,22,2014/9/12 19:00,48
E77648,1000091,19,2014/9/12 19:00,2
E65055,1000091,19,2014/9/12 19:00,14
A77599,1000093,20,2014/9/12 19:00,76
D76604,1000092,21,2014/9/12 19:00,200
E33578,1000093,20,2014/9/12 19:00,98
C76943,1000016,28,2014/9/12 19:00,1100
E36302,1000091,19,2014/9/12 19:00,140
D63973,1000091,19,2014/9/12 19:00,80
B46692,1000093,20,2014/9/12 19:01,8
B28318,1000092,21,2014/9/12 19:00,6
B20661,1000095,22,2014/9/12 19:00,60
C77522,1000093,20,2014/9/12 19:01,120
D61446,1000093,20,2014/9/12 19:01,136
C71065,1000093,20,2014/9/12 19:01,4
E50517,1000016,28,2014/9/12 20:20,1080
E45413,1000095,22,2014/9/12 20:20,17
C43131,1000095,22,2014/9/12 20:20,200
A44690,1000093,20,2014/9/12 20:20,40
D56816,1000091,19,2014/9/12 20:20,176
C20636,1000095,22,2014/9/12 20:20,59
E48027,1000092,21,2014/9/12 20:20,4
B31987,1000092,21,2014/9/12 20:20,118
A58972,1000092,21,2014/9/12 20:20,200
E46119,1000091,19,2014/9/12 20:20,182
B25606,1000091,19,2014/9/12 20:20,78
E57063,1000095,22,2014/9/12 20:20,80
D22147,1000016,28,2014/9/12 20:28,650
C38933,1000091,19,2014/9/12 20:29,90
A68850,1000095,64,2014/9/12 20:33,89
D79185,1000095,64,2014/9/12 20:33,9
C58547,1000095,64,2014/9/12 20:33,20
E62529,1000095,64,2014/9/12 20:33,12
A35580,1000095,64,2014/9/12 20:33,123
D77290,1000095,64,2014/9/12 20:33,176
D54340,1000095,64,2014/9/12 20:33,187
B54126,1000095,64,2014/9/12 20:33,68
D27168,1000095,64,2014/9/12 20:33,192
E73736,1000095,64,2014/9/12 20:33,32
B20593,1000095,64,2014/9/12 20:33,94
C47667,1000095,64,2014/9/12 20:33,46
E18335,1000095,64,2014/9/12 20:33,38
E60128,1000095,64,2014/9/12 20:33,84
A59238,1000095,64,2014/9/12 20:33,200
E53238,1000095,64,2014/9/12 20:33,190
A30212,1000095,64,2014/9/12 20:33,11
C67454,1000095,64,2014/9/12 20:33,20
A73939,1000095,64,2014/9/12 20:33,11
E74585,1000095,64,2014/9/12 20:33,113
E50517,1000091,19,2014/9/12 20:34,174
B58763,1000016,28,2014/9/12 20:35,420
D52262,1000095,64,2014/9/12 20:35,24
A48920,1000016,28,2014/9/12 20:35,1260
D18092,1000093,20,2014/9/12 20:35,174
B69335,1000093,20,2014/9/12 20:35,156
D75227,1000091,19,2014/9/12 20:41,116
A23201,1000092,21,2014/9/12 20:41,110
B78386,1000091,19,2014/9/12 20:41,4
E34171,1000095,22,2014/9/12 20:41,200
E47938,1000091,19,2014/9/12 20:42,76
A50737,1000091,19,2014/9/12 20:42,94
E48899,1000091,19,2014/9/12 20:42,198
D78897,1000093,20,2014/9/12 20:42,12
D64862,1000016,28,2014/9/12 20:42,20
E55936,1000195,128,2014/9/12 20:42,1500
C78159,1000093,20,2014/9/12 20:04,146
C13521,1000095,22,2014/9/12 20:04,43
A70985,1000093,20,2014/9/12 20:04,20
D70801,1000093,20,2014/9/12 20:04,84
A28862,1000095,22,2014/9/12 20:05,200
E27010,1000093,20,2014/9/12 20:05,166
D76974,1000091,19,2014/9/12 20:05,16
A75974,1000091,19,2014/9/12 20:05,200
D59189,1000016,28,2014/9/12 20:04,360
A43836,1000091,19,2014/9/12 20:05,78
B56328,1000091,19,2014/9/12 20:05,200
B72802,1000016,28,2014/9/12 20:05,240
C29075,1000091,19,2014/9/12 20:05,158
C65397,1000092,21,2014/9/12 20:05,38
D13073,1000092,21,2014/9/12 20:05,174
A56381,1000093,20,2014/9/12 20:05,34
E71768,1000091,19,2014/9/12 20:05,58
B29561,1000039,34,2014/9/12 11:37,300
C21940,1000037,34,2014/9/12 11:37,400
B64803,1000027,34,2014/9/12 11:37,622
B76060,1000038,34,2014/9/12 11:37,666
D74647,1000041,34,2014/9/12 11:37,260
A52607,1000233,36,2014/9/12 11:37,366
B43943,1000231,36,2014/9/12 11:37,716
E64439,1000231,36,2014/9/12 11:37,1500
B56884,1000001,30,2014/9/12 11:37,1266
C53530,1000003,30,2014/9/12 11:37,500
B46463,1000055,38,2014/9/12 11:37,1066
B49540,1000213,38,2014/9/12 11:37,600
C77237,1000041,34,2014/9/12 11:37,1016
B39936,1000005,30,2014/9/12 11:41,1050
D39845,1000007,30,2014/9/12 11:41,450
A45427,1000005,30,2014/9/12 11:41,850
C24353,1000001,30,2014/9/12 11:41,1014
C74649,1000015,99,2014/9/12 11:41,716
B55980,1000015,99,2014/9/12 11:41,744
E79328,1000231,36,2014/9/12 11:41,1000
C58389,1000231,36,2014/9/12 11:41,816
E68947,1000231,36,2014/9/12 11:41,1200
B59111,1000232,36,2014/9/12 11:41,20
C77969,1000040,34,2014/9/12 11:41,950
B50546,1000041,34,2014/9/12 11:42,760
E65212,1000037,34,2014/9/12 11:41,390
E76299,1000178,37,2014/9/12 11:35,566
